source,destination,type
/product/071-510/5GY/,https://verticalcable.com/twisted-pair-systems/cat5e-cable/,301
/product/071-526/10BL/,https://verticalcable.com/twisted-pair-systems/cat5e-cable/,301
/product/094-786/05BK/,https://verticalcable.com/twisted-pair-systems/cat6-cable/,301
/product/045-TSR2FW-6A/,https://verticalcable.com/product/standard-cable-ties-045-ct-50-series/,301
/product/045-V12/12BK/,https://verticalcable.com/product/standard-cable-ties-045-ct-50-series/,301
/product/095-903/1BK/,https://verticalcable.com/twisted-pair-systems/cat6-cable/,301
/product/076-1017/1WH/,https://verticalcable.com/patch-cords/,301
/product/302-J2502/BK/25/,https://verticalcable.com/twisted-pair-systems/cat6-cable/,301
/product/071-499/3BL/,https://verticalcable.com/twisted-pair-systems/cat5e-cable/,301
/product/303-J2629/C6ABL/,https://verticalcable.com/twisted-pair-systems/cat6a-cable/,301
/product/304-J2652/1P/S/,https://verticalcable.com/keystones/,301
/product/033-285/KC/IV/,https://verticalcable.com/twisted-pair-systems/cat5e-cable/,301
/product/304-J2628/0P/AL/,https://verticalcable.com/keystones/,301
/product/022-118WH/,https://verticalcable.com/product/022-mb-series-mounting-bracket/,301
/product/022-119IV/,https://verticalcable.com/product/022-mb-series-mounting-bracket/,301
/product/022-117WH/D/,https://verticalcable.com/product/022-mb-series-mounting-bracket/,301
/product/076-1072/14YL/,https://verticalcable.com/patch-cords/,301
/product/107-2318/P/BK/,https://verticalcable.com/audio-visual-cable/audio-cable/,301
/product/043-S110AB2100F/,https://verticalcable.com/product-category/twisted-pair-systems/patch-panels/,301
/product/028-045/4C/IV/,https://www.verticalcable.com/product-category/connectivity/wall-plates/,301
/product/241-010/3FT/,https://verticalcable.com/audio-visual-cable/video-cable/,301
/product/304-J2639/3P/WH/,https://verticalcable.com/keystones/,301
/product/261-LCLC/1MM/,https://verticalcable.com/patch-cords/,301
/product/261-LCSC/1MM/,https://verticalcable.com/patch-cords/,301
/product/265-2037/ADP/,https://verticalcable.com/fiber-optic-systems/,301
/product/265-2038/,https://verticalcable.com/fiber-optic-systems/,301
/product/265-2039/,https://verticalcable.com/fiber-optic-systems/,301
/product/265-2344/,https://verticalcable.com/fiber-optic-systems/,301
/product/265-2040/,https://verticalcable.com/fiber-optic-systems/,301
/product/016-045BK-50/,https://verticalcable.com/product/rj45-slip-on-boots-cat6-cat6a-016-series/,301
/product/294-2175/,https://verticalcable.com/keystones/,301
/product/294-2176/,https://verticalcable.com/keystones/,301
/product/294-2177/,https://verticalcable.com/keystones/,301
/product/294-2178/,https://verticalcable.com/keystones/,301
/product/294-2181/,https://verticalcable.com/keystones/,301
/product/210-222SO/S/5GY/,https://verticalcable.com/keystones/,301
/product/210-224SO/5GY/,https://verticalcable.com/keystones/,301
/product/210-226ST/S/5GY/,https://verticalcable.com/keystones/,301
